TransactionId,FraudResult
TransactionId_7047,1
TransactionId_135189,1
TransactionId_99466,1
TransactionId_74015,1
TransactionId_122444,1
TransactionId_54434,1
TransactionId_97955,1
TransactionId_82578,1
TransactionId_82065,1
TransactionId_46038,1
TransactionId_98858,0
TransactionId_93929,1
TransactionId_5504,1
TransactionId_76119,1
TransactionId_47110,1
TransactionId_14039,0
TransactionId_28702,1
TransactionId_76287,1
TransactionId_29602,1
TransactionId_122198,1
TransactionId_86222,1
TransactionId_21585,1
TransactionId_28873,1
TransactionId_30513,1
TransactionId_54996,1
TransactionId_15368,0
TransactionId_127286,1
TransactionId_84047,1
TransactionId_24873,1
TransactionId_2078,1
TransactionId_135103,1
TransactionId_106090,1
TransactionId_20882,1
TransactionId_129952,0
TransactionId_58079,1
TransactionId_97821,0
TransactionId_47648,1
TransactionId_17922,1
TransactionId_32160,1
TransactionId_38156,1
TransactionId_82534,1
TransactionId_132919,1
TransactionId_35160,1
TransactionId_96942,1
TransactionId_64271,1
TransactionId_75343,1
TransactionId_76864,1
TransactionId_16300,1
TransactionId_135398,1
TransactionId_127750,1
TransactionId_61840,1
TransactionId_81193,1
TransactionId_4893,1
TransactionId_79668,1
TransactionId_68892,1
TransactionId_99128,1
TransactionId_126133,1
TransactionId_121671,1
TransactionId_139972,0
TransactionId_33774,1
TransactionId_120065,1
TransactionId_82215,1
TransactionId_136533,1
TransactionId_15576,1
TransactionId_90801,1
TransactionId_80838,0
TransactionId_106733,1
TransactionId_52932,1
TransactionId_45646,0
TransactionId_99012,1
TransactionId_131194,1
TransactionId_116045,0
TransactionId_7300,1
TransactionId_40151,1
TransactionId_2281,1
TransactionId_110947,1
TransactionId_48196,1
TransactionId_107759,0
TransactionId_28761,1
TransactionId_114530,0
TransactionId_50935,1
TransactionId_7851,1
TransactionId_126157,1
TransactionId_126442,1
TransactionId_57420,1
TransactionId_101631,0
TransactionId_140553,1
TransactionId_51212,1
TransactionId_9507,1
TransactionId_140091,1
TransactionId_74788,1
TransactionId_89514,1
TransactionId_10150,1
TransactionId_88727,1
TransactionId_48736,1
TransactionId_58679,1
TransactionId_120666,1
TransactionId_45849,1
TransactionId_114351,1
TransactionId_73112,0
TransactionId_82172,0
TransactionId_49164,1
TransactionId_66251,1
TransactionId_117338,1
TransactionId_130613,0
TransactionId_39279,1
TransactionId_72359,1
TransactionId_108878,1
TransactionId_30944,1
TransactionId_67661,1
TransactionId_51461,0
TransactionId_126538,1
TransactionId_99180,1
TransactionId_89286,1
TransactionId_87231,1
TransactionId_138310,1
TransactionId_87563,1
TransactionId_131518,1
TransactionId_20119,1
TransactionId_135901,1
TransactionId_8494,1
TransactionId_76598,1
TransactionId_107578,0
TransactionId_57378,1
TransactionId_45059,1
TransactionId_106252,1
TransactionId_31957,1
TransactionId_10997,1
TransactionId_7903,1
TransactionId_31249,1
TransactionId_30689,1
TransactionId_31329,1
TransactionId_7188,1
TransactionId_83051,1
TransactionId_104783,1
TransactionId_70317,0
TransactionId_92094,1
TransactionId_18189,1
TransactionId_131208,1
TransactionId_65312,0
TransactionId_67759,1
TransactionId_124092,1
TransactionId_23575,1
TransactionId_29668,1
TransactionId_56755,1
TransactionId_27161,1
TransactionId_125272,1
TransactionId_126573,1
TransactionId_108375,1
TransactionId_124853,1
TransactionId_6377,1
TransactionId_106799,1
TransactionId_71524,1
TransactionId_63142,1
TransactionId_2524,1
TransactionId_67423,1
TransactionId_123943,1
TransactionId_17282,1
TransactionId_34864,1
TransactionId_139657,1
TransactionId_133864,1
TransactionId_40936,1
TransactionId_35354,0
TransactionId_38351,1
TransactionId_25701,1
TransactionId_6841,1
TransactionId_102242,1
TransactionId_34856,1
TransactionId_8997,1
TransactionId_131140,1
TransactionId_23200,1
TransactionId_53876,1
TransactionId_138067,1
TransactionId_15848,1
TransactionId_54327,1
TransactionId_17629,1
TransactionId_128171,1
TransactionId_90901,1
TransactionId_29475,1
TransactionId_120561,1
TransactionId_46526,1
TransactionId_117067,1
TransactionId_33618,1
TransactionId_90120,1
TransactionId_140268,1
TransactionId_42687,1
TransactionId_91837,1
TransactionId_85915,1
TransactionId_31134,1
TransactionId_57877,1
TransactionId_137540,1
TransactionId_59070,1
TransactionId_57793,1
TransactionId_107214,1
TransactionId_65783,1
TransactionId_45457,1
TransactionId_57716,1
TransactionId_111428,1
TransactionId_39767,1
TransactionId_104362,0
TransactionId_32864,1
TransactionId_81837,0
TransactionId_34159,1
TransactionId_101849,1
TransactionId_44153,1
TransactionId_94558,0
TransactionId_129550,1
TransactionId_115646,1
TransactionId_36614,1
TransactionId_36961,1
TransactionId_126779,1
TransactionId_50874,1
TransactionId_97176,1
TransactionId_48005,1
TransactionId_7727,1
TransactionId_7290,1
TransactionId_92909,1
TransactionId_21072,1
TransactionId_46605,1
TransactionId_83295,1
TransactionId_107119,1
TransactionId_57792,1
TransactionId_79960,1
TransactionId_38077,1
TransactionId_34548,1
TransactionId_80062,1
TransactionId_51517,1
TransactionId_67254,1
TransactionId_21049,1
TransactionId_113196,1
TransactionId_126221,1
TransactionId_90466,0
TransactionId_120808,1
TransactionId_24180,1
TransactionId_70685,1
TransactionId_33263,1
TransactionId_32825,1
TransactionId_82686,1
TransactionId_61582,0
TransactionId_18251,1
TransactionId_105615,1
TransactionId_80028,0
TransactionId_42609,1
TransactionId_76672,1
TransactionId_138749,1
TransactionId_14888,1
TransactionId_47382,1
TransactionId_139316,0
TransactionId_72205,1
TransactionId_92178,1
TransactionId_128870,1
TransactionId_37966,1
TransactionId_54739,1
TransactionId_120068,1
TransactionId_59756,1
TransactionId_34716,1
TransactionId_88844,1
TransactionId_88932,1
TransactionId_6671,1
TransactionId_56740,1
TransactionId_20451,1
TransactionId_47902,1
TransactionId_7338,0
TransactionId_70697,1
TransactionId_28786,1
TransactionId_33577,1
TransactionId_94957,1
TransactionId_69094,1
TransactionId_108095,1
TransactionId_29230,1
TransactionId_35728,1
TransactionId_110350,1
TransactionId_137845,1
TransactionId_108569,1
TransactionId_37194,1
TransactionId_89301,1
TransactionId_10858,1
TransactionId_14735,0
TransactionId_809,1
TransactionId_16466,0
TransactionId_50293,1
TransactionId_126177,1
TransactionId_18660,1
TransactionId_116644,1
TransactionId_30117,1
TransactionId_123534,1
TransactionId_124034,1
TransactionId_20595,1
TransactionId_107369,1
TransactionId_36816,1
TransactionId_10725,1
TransactionId_56806,1
TransactionId_53731,1
TransactionId_93350,1
TransactionId_119125,1
TransactionId_1342,1
TransactionId_82460,1
TransactionId_132054,1
TransactionId_81102,0
TransactionId_62215,1
TransactionId_123845,1
TransactionId_71086,1
TransactionId_80851,1
TransactionId_89973,1
TransactionId_125467,1
TransactionId_74200,1
TransactionId_28450,1
TransactionId_93977,1
TransactionId_432,1
TransactionId_107078,1
TransactionId_120263,0
TransactionId_51999,1
TransactionId_26928,1
TransactionId_77284,1
TransactionId_29564,1
TransactionId_3173,1
TransactionId_85409,1
TransactionId_94320,1
TransactionId_70859,1
TransactionId_17100,1
TransactionId_32606,1
TransactionId_136710,1
TransactionId_123965,1
TransactionId_38294,1
TransactionId_33623,1
TransactionId_60749,1
TransactionId_109971,1
TransactionId_137343,1
TransactionId_83087,1
TransactionId_87183,1
TransactionId_9980,1
TransactionId_102808,1
TransactionId_134452,1
TransactionId_59200,1
TransactionId_35537,1
TransactionId_18091,0
TransactionId_29237,1
TransactionId_128853,1
TransactionId_79562,1
TransactionId_129971,1
TransactionId_13993,1
TransactionId_107571,1
TransactionId_61822,1
TransactionId_138393,1
TransactionId_98191,1
TransactionId_115709,1
TransactionId_111467,1
TransactionId_39945,1
TransactionId_44038,1
TransactionId_3831,1
TransactionId_31426,1
TransactionId_19007,1
TransactionId_91511,1
TransactionId_21142,1
TransactionId_114588,1
TransactionId_40082,1
TransactionId_31207,1
TransactionId_17839,1
TransactionId_127144,1
TransactionId_83141,1
TransactionId_122554,1
TransactionId_119910,1
TransactionId_123724,1
TransactionId_116009,1
TransactionId_16439,1
TransactionId_19756,1
TransactionId_134303,1
TransactionId_78301,1
TransactionId_125147,1
TransactionId_37435,1
TransactionId_97194,1
TransactionId_113724,1
TransactionId_72010,1
TransactionId_121553,1
TransactionId_73165,1
TransactionId_139280,1
TransactionId_40340,1
TransactionId_57696,1
TransactionId_11082,1
TransactionId_10553,1
TransactionId_103775,1
TransactionId_24569,1
TransactionId_100100,0
TransactionId_31325,1
TransactionId_76765,1
TransactionId_96919,0
TransactionId_10214,1
TransactionId_58119,1
TransactionId_61766,1
TransactionId_23727,1
TransactionId_57096,1
TransactionId_5125,1
TransactionId_31121,1
TransactionId_19541,1
TransactionId_129136,1
TransactionId_20160,0
TransactionId_90101,1
TransactionId_111430,0
TransactionId_533,1
TransactionId_123325,1
TransactionId_21186,1
TransactionId_60354,1
TransactionId_121510,1
TransactionId_79294,1
TransactionId_56918,1
TransactionId_117464,1
TransactionId_105349,1
TransactionId_38537,1
TransactionId_124331,0
TransactionId_113072,1
TransactionId_11664,1
TransactionId_116438,1
TransactionId_17535,0
TransactionId_15306,1
TransactionId_93989,1
TransactionId_80565,1
TransactionId_5021,1
TransactionId_57436,1
TransactionId_58763,1
TransactionId_106211,1
TransactionId_66956,1
TransactionId_25598,0
TransactionId_119657,1
TransactionId_62544,1
TransactionId_77345,1
TransactionId_73036,0
TransactionId_116221,1
TransactionId_27047,1
TransactionId_88027,0
TransactionId_130684,1
TransactionId_22073,1
TransactionId_101969,1
TransactionId_81994,1
TransactionId_55225,1
TransactionId_102099,1
TransactionId_132588,1
TransactionId_77686,0
TransactionId_57660,1
TransactionId_15523,1
TransactionId_116830,1
TransactionId_78780,1
TransactionId_87165,1
TransactionId_51205,1
TransactionId_91277,1
TransactionId_131402,1
TransactionId_59511,1
TransactionId_64676,0
TransactionId_60900,1
TransactionId_60714,1
TransactionId_69132,1
TransactionId_5154,1
TransactionId_4824,1
TransactionId_33340,1
TransactionId_73867,1
TransactionId_96317,1
TransactionId_43687,1
TransactionId_113044,1
TransactionId_38426,0
TransactionId_61389,1
TransactionId_119411,1
TransactionId_128789,1
TransactionId_136804,1
TransactionId_47900,1
TransactionId_115151,1
TransactionId_33233,1
TransactionId_14361,1
TransactionId_131268,1
TransactionId_100897,1
TransactionId_68610,1
TransactionId_81638,1
TransactionId_128945,1
TransactionId_64638,0
TransactionId_23063,1
TransactionId_18292,1
TransactionId_47893,1
TransactionId_77103,1
TransactionId_81765,1
TransactionId_86504,1
TransactionId_63650,1
TransactionId_20201,1
TransactionId_111805,1
TransactionId_98724,1
TransactionId_24971,1
TransactionId_55025,1
TransactionId_64829,1
TransactionId_122887,1
TransactionId_113402,1
TransactionId_32044,1
TransactionId_81631,1
TransactionId_131220,1
TransactionId_61374,1
TransactionId_103498,1
TransactionId_14746,1
TransactionId_88868,1
TransactionId_11635,1
TransactionId_102692,1
TransactionId_57892,1
TransactionId_125136,1
TransactionId_23344,1
TransactionId_37950,1
TransactionId_51963,1
TransactionId_75746,1
TransactionId_130713,1
TransactionId_106688,1
TransactionId_93240,1
TransactionId_74628,1
TransactionId_84227,1
TransactionId_16782,1
TransactionId_71395,1
TransactionId_91471,1
TransactionId_7096,1
TransactionId_78058,1
TransactionId_30386,1
TransactionId_53676,1
TransactionId_40607,1
TransactionId_47546,1
TransactionId_31463,1
TransactionId_37175,1
TransactionId_50431,1
TransactionId_106747,1
TransactionId_62303,1
TransactionId_42700,1
TransactionId_109417,1
TransactionId_130861,1
TransactionId_81057,1
TransactionId_12683,1
TransactionId_30332,1
TransactionId_111163,1
TransactionId_9990,1
TransactionId_23133,1
TransactionId_61151,1
TransactionId_7612,1
TransactionId_117448,1
TransactionId_61752,1
TransactionId_107295,0
TransactionId_119401,1
TransactionId_17845,1
TransactionId_122692,1
TransactionId_140050,0
TransactionId_9862,1
TransactionId_103028,1
TransactionId_82150,1
TransactionId_91433,1
TransactionId_48966,1
TransactionId_94419,1
TransactionId_30779,1
TransactionId_126471,1
TransactionId_115594,1
TransactionId_87453,1
TransactionId_75483,1
TransactionId_23979,1
TransactionId_103663,1
TransactionId_125444,1
TransactionId_5755,1
TransactionId_82115,1
TransactionId_4657,1
TransactionId_38576,1
TransactionId_66998,1
TransactionId_139339,0
TransactionId_57936,1
TransactionId_103837,1
TransactionId_124405,1
TransactionId_49481,1
TransactionId_119521,1
TransactionId_102192,1
TransactionId_119696,1
TransactionId_49683,1
TransactionId_62796,1
TransactionId_51580,1
TransactionId_85240,1
TransactionId_121195,0
TransactionId_139852,1
TransactionId_35452,1
TransactionId_46057,1
TransactionId_10317,1
TransactionId_38828,1
TransactionId_107104,0
TransactionId_131305,1
TransactionId_131796,1
TransactionId_96490,1
TransactionId_9847,1
TransactionId_7927,1
TransactionId_89541,1
TransactionId_12688,1
TransactionId_62905,1
TransactionId_34110,1
TransactionId_94566,1
TransactionId_79957,1
TransactionId_135070,1
TransactionId_117989,1
TransactionId_57010,1
TransactionId_84239,1
TransactionId_64782,1
TransactionId_88635,0
TransactionId_109892,0
TransactionId_99783,1
TransactionId_80639,1
TransactionId_34765,1
TransactionId_82880,1
TransactionId_129169,1
TransactionId_124287,1
TransactionId_88976,1
TransactionId_64866,1
TransactionId_51237,1
TransactionId_71629,1
TransactionId_3827,1
TransactionId_43389,1
TransactionId_51324,1
TransactionId_119693,1
TransactionId_14646,1
TransactionId_91981,1
TransactionId_85292,1
TransactionId_110994,0
TransactionId_139312,0
TransactionId_20542,1
TransactionId_40533,1
TransactionId_48442,1
TransactionId_136642,1
TransactionId_133876,1
TransactionId_108247,0
TransactionId_122385,1
TransactionId_121266,1
TransactionId_34206,1
TransactionId_18300,1
TransactionId_91063,1
TransactionId_85014,1
TransactionId_129093,1
TransactionId_1209,1
TransactionId_3500,1
TransactionId_87909,1
TransactionId_26043,1
TransactionId_80195,1
TransactionId_117447,1
TransactionId_94233,0
