,year,location_type,cellphone_access,household_size,age_of_respondent,marital_status,education_level,job_type,country_Kenya,country_Rwanda,country_Tanzania,country_Uganda,gender_of_respondent_Female,gender_of_respondent_Male,relationship_with_head_Child,relationship_with_head_Head of Household,relationship_with_head_Other non-relatives,relationship_with_head_Other relative,relationship_with_head_Parent,relationship_with_head_Spouse
101,2,0,1,0,26,2,5,5,1,0,0,0,0,1,0,1,0,0,0,0
102,2,1,1,1,11,2,3,2,1,0,0,0,0,1,0,1,0,0,0,0
103,2,0,1,1,27,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
104,2,1,0,3,0,3,3,8,1,0,0,0,1,0,0,0,0,1,0,0
105,2,1,1,3,10,3,3,5,1,0,0,0,0,1,0,0,0,1,0,0
106,2,0,0,3,3,2,2,5,1,0,0,0,1,0,0,0,0,0,0,1
107,2,0,1,5,33,2,4,2,1,0,0,0,0,1,0,1,0,0,0,0
108,2,1,1,8,28,2,0,9,1,0,0,0,1,0,0,1,0,0,0,0
109,2,1,1,0,14,3,2,9,1,0,0,0,1,0,0,1,0,0,0,0
110,2,0,0,2,0,3,2,8,1,0,0,0,1,0,1,0,0,0,0,0
111,2,1,1,6,34,2,5,1,1,0,0,0,1,0,0,0,0,0,0,1
112,2,0,1,1,14,2,2,3,1,0,0,0,0,1,0,1,0,0,0,0
113,2,1,1,4,33,2,2,9,1,0,0,0,1,0,0,0,0,0,0,1
114,2,0,0,7,56,4,0,8,1,0,0,0,1,0,0,0,0,0,1,0
115,2,0,1,3,2,3,3,8,1,0,0,0,0,1,1,0,0,0,0,0
116,2,0,1,1,5,2,2,8,1,0,0,0,1,0,0,1,0,0,0,0
117,2,0,1,8,36,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
118,2,0,1,3,39,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0
119,2,0,1,4,19,2,2,8,1,0,0,0,1,0,0,1,0,0,0,0
120,2,0,1,5,22,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
121,2,0,1,5,3,3,3,8,1,0,0,0,1,0,1,0,0,0,0,0
122,2,1,1,6,37,2,4,9,1,0,0,0,1,0,0,1,0,0,0,0
123,2,1,0,1,1,3,3,8,1,0,0,0,0,1,1,0,0,0,0,0
124,2,1,1,4,13,2,2,5,1,0,0,0,1,0,0,1,0,0,0,0
125,2,0,1,0,8,3,4,3,1,0,0,0,1,0,0,1,0,0,0,0
126,2,1,1,6,47,2,5,1,1,0,0,0,0,1,0,0,0,0,0,1
127,2,1,1,1,31,2,3,8,1,0,0,0,1,0,0,1,0,0,0,0
128,2,1,1,3,26,2,4,2,1,0,0,0,1,0,0,1,0,0,0,0
129,2,0,0,2,1,3,3,5,1,0,0,0,0,1,1,0,0,0,0,0
130,2,0,1,3,12,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
131,2,1,1,6,46,4,2,5,1,0,0,0,0,1,0,1,0,0,0,0
132,2,0,1,1,36,4,2,5,1,0,0,0,1,0,0,1,0,0,0,0
133,2,0,1,2,28,0,2,5,1,0,0,0,1,0,0,1,0,0,0,0
134,2,1,1,5,12,2,0,9,1,0,0,0,1,0,0,1,0,0,0,0
135,2,1,1,3,14,2,3,9,1,0,0,0,1,0,0,0,0,0,0,1
136,2,1,1,3,23,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
137,2,1,1,3,65,2,0,8,1,0,0,0,0,1,0,1,0,0,0,0
138,2,0,1,0,46,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0
139,2,1,1,2,62,2,2,9,1,0,0,0,0,1,0,1,0,0,0,0
140,2,1,1,1,12,3,2,9,1,0,0,0,1,0,0,1,0,0,0,0
141,2,1,1,3,12,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0
142,2,0,1,4,23,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0
143,2,0,1,7,26,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
144,2,0,0,5,1,3,2,8,1,0,0,0,0,1,1,0,0,0,0,0
145,2,0,1,5,34,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0
146,2,0,1,3,9,2,2,9,1,0,0,0,1,0,0,0,0,0,0,1
147,2,1,1,5,18,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
148,2,0,1,4,17,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
149,2,1,1,2,10,2,3,9,1,0,0,0,1,0,0,0,0,0,0,1
150,2,0,0,7,20,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
151,2,0,1,3,62,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0
152,2,0,1,4,20,2,5,2,1,0,0,0,1,0,0,0,0,0,0,1
153,2,1,0,6,1,3,3,8,1,0,0,0,1,0,1,0,0,0,0,0
154,2,1,1,0,4,3,4,8,1,0,0,0,0,1,0,1,0,0,0,0
155,2,0,1,0,14,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0
156,2,0,1,0,22,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
157,2,0,1,7,12,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
158,2,0,0,3,34,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
159,2,1,1,6,24,2,2,3,1,0,0,0,0,1,0,1,0,0,0,0
160,2,1,1,0,46,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
161,2,0,1,3,24,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
162,2,0,1,6,28,2,2,9,1,0,0,0,0,1,0,1,0,0,0,0
163,2,0,1,3,9,2,2,9,1,0,0,0,1,0,0,0,0,0,0,1
164,2,0,1,4,43,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0
165,2,1,1,5,20,2,3,9,1,0,0,0,1,0,0,0,0,0,0,1
166,2,0,1,6,44,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
167,2,0,1,2,26,2,0,3,1,0,0,0,0,1,0,1,0,0,0,0
168,2,0,1,1,40,2,0,9,1,0,0,0,1,0,0,1,0,0,0,0
169,2,1,0,3,21,2,2,8,1,0,0,0,1,0,0,0,0,0,0,1
170,2,0,1,3,12,2,3,8,1,0,0,0,1,0,0,0,0,0,0,1
171,2,0,0,8,34,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0
172,2,1,1,1,39,2,3,3,1,0,0,0,0,1,0,1,0,0,0,0
173,2,0,1,6,49,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0
174,2,0,1,4,32,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
175,2,1,1,1,49,4,2,8,1,0,0,0,1,0,0,1,0,0,0,0
176,2,0,1,6,39,4,2,5,1,0,0,0,1,0,0,1,0,0,0,0
177,2,0,1,4,15,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1
178,2,0,0,1,39,4,0,8,1,0,0,0,1,0,0,1,0,0,0,0
179,2,1,1,5,28,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
180,2,0,1,2,56,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
181,2,1,0,2,2,3,3,5,1,0,0,0,1,0,1,0,0,0,0,0
182,2,0,1,3,10,3,3,8,1,0,0,0,0,1,1,0,0,0,0,0
183,2,0,1,0,37,0,2,5,1,0,0,0,0,1,0,1,0,0,0,0
184,2,0,1,2,12,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
185,2,1,1,7,18,2,4,5,1,0,0,0,1,0,0,1,0,0,0,0
186,2,0,1,3,39,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
187,2,1,1,1,32,2,5,5,1,0,0,0,0,1,0,1,0,0,0,0
188,2,0,1,1,34,2,2,5,1,0,0,0,1,0,0,0,0,0,0,1
189,2,0,1,6,49,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0
190,2,1,1,2,37,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0
191,2,0,1,4,29,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0
192,2,1,1,1,13,3,2,5,1,0,0,0,1,0,0,1,0,0,0,0
193,2,1,1,2,20,2,5,3,1,0,0,0,0,1,0,1,0,0,0,0
194,2,0,0,8,2,3,3,8,1,0,0,0,1,0,1,0,0,0,0,0
195,2,0,0,4,2,3,3,8,1,0,0,0,1,0,1,0,0,0,0,0
196,2,1,1,6,17,2,2,9,1,0,0,0,1,0,0,1,0,0,0,0
197,2,1,1,3,9,2,2,8,1,0,0,0,1,0,0,0,0,0,0,1
198,2,1,1,1,14,3,5,2,1,0,0,0,1,0,0,1,0,0,0,0
199,2,1,1,4,32,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1
200,2,0,1,1,64,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0
201,2,1,1,5,26,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0
202,2,0,1,4,53,2,0,9,1,0,0,0,1,0,0,1,0,0,0,0
203,2,1,1,2,7,2,3,9,1,0,0,0,1,0,0,0,0,0,0,1
204,2,0,1,1,51,4,2,5,1,0,0,0,1,0,0,1,0,0,0,0
205,2,0,1,1,42,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
206,2,0,1,5,11,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0
207,2,0,1,0,26,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0
208,2,0,0,4,64,4,0,4,1,0,0,0,1,0,0,1,0,0,0,0
209,2,0,0,2,79,4,0,5,1,0,0,0,1,0,0,0,0,0,1,0
210,2,0,1,3,10,3,3,5,1,0,0,0,1,0,0,0,0,1,0,0
211,2,1,1,2,22,2,5,8,1,0,0,0,1,0,0,0,0,0,0,1
212,2,1,1,0,48,2,3,5,1,0,0,0,0,1,0,1,0,0,0,0
213,2,1,1,5,0,3,3,8,1,0,0,0,0,1,0,0,0,1,0,0
214,2,1,0,3,33,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0
215,2,0,0,4,17,4,0,9,1,0,0,0,1,0,0,1,0,0,0,0
216,2,1,1,3,19,0,3,9,1,0,0,0,1,0,0,1,0,0,0,0
217,2,1,1,0,12,2,4,3,1,0,0,0,0,1,0,1,0,0,0,0
218,2,1,1,3,22,2,3,3,1,0,0,0,0,1,0,1,0,0,0,0
219,2,0,1,2,13,2,0,9,1,0,0,0,0,1,0,1,0,0,0,0
220,2,0,1,4,10,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
221,2,0,0,0,1,3,3,8,1,0,0,0,0,1,0,1,0,0,0,0
222,2,0,1,3,20,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
223,2,1,1,2,12,2,3,9,1,0,0,0,1,0,0,0,0,0,0,1
224,2,1,0,4,6,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0
225,2,1,1,0,49,3,2,8,1,0,0,0,1,0,0,1,0,0,0,0
226,2,1,0,0,38,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0
227,2,0,1,3,50,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0
228,2,1,1,2,38,2,2,5,1,0,0,0,1,0,0,0,0,0,0,1
229,2,0,0,2,54,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
230,2,0,1,4,28,2,3,5,1,0,0,0,0,1,0,1,0,0,0,0
231,2,1,1,6,6,3,3,5,1,0,0,0,0,1,1,0,0,0,0,0
232,2,0,1,2,37,2,4,1,1,0,0,0,0,1,0,1,0,0,0,0
233,2,0,1,6,12,2,2,5,1,0,0,0,0,1,1,0,0,0,0,0
234,2,0,1,7,26,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
235,2,0,1,4,8,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
236,2,1,1,2,24,2,5,3,1,0,0,0,0,1,0,1,0,0,0,0
237,2,0,1,3,17,2,3,9,1,0,0,0,0,1,0,1,0,0,0,0
238,2,0,1,1,44,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
239,2,0,1,1,24,0,2,3,1,0,0,0,1,0,0,0,0,1,0,0
240,2,0,0,2,1,3,3,8,1,0,0,0,1,0,0,0,0,1,0,0
241,2,0,1,6,14,0,2,9,1,0,0,0,1,0,0,1,0,0,0,0
242,2,1,0,1,0,3,3,8,1,0,0,0,0,1,0,0,0,1,0,0
243,2,0,0,3,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0
244,2,0,1,0,38,4,3,9,1,0,0,0,1,0,0,1,0,0,0,0
245,2,0,1,0,17,3,4,1,1,0,0,0,0,1,0,1,0,0,0,0
246,2,1,1,2,13,2,3,8,1,0,0,0,1,0,0,0,0,0,0,1
247,2,0,0,5,55,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
248,2,1,1,8,10,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
249,2,0,0,3,7,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
250,2,1,1,0,11,3,4,5,1,0,0,0,0,1,0,1,0,0,0,0
251,2,0,1,8,7,3,2,5,1,0,0,0,0,1,0,0,0,1,0,0
252,2,1,1,5,31,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0
253,2,0,0,6,24,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0
254,2,1,0,3,1,3,3,8,1,0,0,0,1,0,0,0,0,1,0,0
255,2,0,1,4,26,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
256,2,0,1,1,38,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0
257,2,0,1,1,17,2,2,8,1,0,0,0,0,1,0,1,0,0,0,0
258,2,0,1,1,36,2,2,5,1,0,0,0,1,0,0,1,0,0,0,0
259,2,0,1,3,41,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0
260,2,0,1,3,26,2,2,9,1,0,0,0,1,0,0,0,0,0,0,1
261,2,0,1,0,8,3,2,3,1,0,0,0,1,0,0,1,0,0,0,0
262,2,0,1,4,16,2,2,5,1,0,0,0,1,0,0,1,0,0,0,0
263,2,0,1,3,39,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0
264,2,0,0,5,50,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
265,2,1,1,4,33,2,2,9,1,0,0,0,0,1,0,1,0,0,0,0
266,2,0,1,2,9,3,3,5,1,0,0,0,0,1,1,0,0,0,0,0
267,2,0,1,4,18,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1
268,2,1,1,0,69,4,2,8,1,0,0,0,1,0,0,1,0,0,0,0
269,2,0,1,2,15,3,3,5,1,0,0,0,0,1,1,0,0,0,0,0
270,2,0,1,6,16,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0
271,2,0,0,2,49,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
272,2,1,1,4,14,2,2,8,1,0,0,0,1,0,0,0,0,0,0,1
273,2,0,1,2,30,2,3,9,1,0,0,0,0,1,0,0,0,0,0,1
274,2,1,1,0,13,3,3,5,1,0,0,0,0,1,0,1,0,0,0,0
275,2,1,1,2,17,2,3,8,1,0,0,0,1,0,0,1,0,0,0,0
276,2,1,1,1,13,2,4,9,1,0,0,0,1,0,0,0,0,0,0,1
277,2,0,1,6,12,2,2,5,1,0,0,0,1,0,0,0,0,0,0,1
278,2,1,1,1,14,2,4,9,1,0,0,0,0,1,0,1,0,0,0,0
279,2,0,1,4,27,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1
280,2,0,1,4,5,2,2,5,1,0,0,0,1,0,0,0,0,0,0,1
281,2,0,0,5,0,3,2,7,1,0,0,0,0,1,1,0,0,0,0,0
282,2,0,1,4,40,2,0,5,1,0,0,0,1,0,0,1,0,0,0,0
283,2,1,1,2,28,2,3,8,1,0,0,0,1,0,0,0,0,0,0,1
284,2,0,1,1,41,2,2,9,1,0,0,0,0,1,0,1,0,0,0,0
285,2,0,1,5,22,2,2,5,1,0,0,0,1,0,0,1,0,0,0,0
286,2,1,1,0,14,2,2,8,1,0,0,0,1,0,0,1,0,0,0,0
287,2,0,1,6,30,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0
288,2,0,1,3,13,2,2,9,1,0,0,0,1,0,0,1,0,0,0,0
289,2,1,1,5,8,3,4,8,1,0,0,0,0,1,1,0,0,0,0,0
290,2,1,1,2,16,3,2,5,1,0,0,0,0,1,1,0,0,0,0,0
291,2,0,1,0,41,0,2,5,1,0,0,0,0,1,0,1,0,0,0,0
292,2,1,1,2,53,2,2,3,1,0,0,0,0,1,0,1,0,0,0,0
293,2,0,0,1,64,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0
294,2,1,1,4,15,2,2,8,1,0,0,0,1,0,0,0,0,0,0,1
295,2,0,1,6,19,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
296,2,1,1,4,36,2,0,5,1,0,0,0,1,0,0,0,0,0,0,1
297,2,1,1,1,10,2,5,1,1,0,0,0,1,0,0,0,0,0,0,1
298,2,1,1,2,19,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0
299,2,0,1,3,26,2,3,2,1,0,0,0,1,0,0,0,0,0,0,1
300,2,0,1,3,52,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
301,2,0,0,5,39,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
302,2,0,1,6,19,2,2,8,1,0,0,0,1,0,0,0,0,0,0,1
303,2,1,1,5,11,2,2,9,1,0,0,0,1,0,0,0,0,0,0,1
304,2,0,1,0,9,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
305,2,0,1,5,40,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1
306,2,0,0,6,14,2,2,5,1,0,0,0,1,0,0,0,0,0,0,1
307,2,1,1,1,7,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0
308,2,1,1,3,24,2,4,3,1,0,0,0,0,1,0,1,0,0,0,0
309,2,1,1,4,16,2,3,3,1,0,0,0,0,1,0,1,0,0,0,0
310,2,0,1,3,29,2,5,2,1,0,0,0,0,1,0,1,0,0,0,0
311,2,0,0,6,0,3,2,8,1,0,0,0,1,0,1,0,0,0,0,0
312,2,0,1,5,31,4,2,5,1,0,0,0,0,1,0,1,0,0,0,0
313,2,1,1,3,47,2,3,9,1,0,0,0,0,1,0,1,0,0,0,0
314,2,1,1,5,31,3,2,9,1,0,0,0,0,1,0,1,0,0,0,0
315,2,1,1,0,8,2,3,2,1,0,0,0,1,0,0,1,0,0,0,0
316,2,0,1,0,29,0,3,1,1,0,0,0,0,1,0,1,0,0,0,0
317,2,0,1,5,25,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1
318,2,1,1,3,6,2,0,8,1,0,0,0,1,0,0,1,0,0,0,0
319,2,0,1,5,33,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
320,2,0,0,8,26,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0
321,2,1,1,1,12,3,2,9,1,0,0,0,1,0,0,1,0,0,0,0
322,2,0,1,3,3,3,2,8,1,0,0,0,1,0,1,0,0,0,0,0
323,2,0,1,1,41,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0
324,2,0,1,1,52,2,2,5,1,0,0,0,0,1,0,1,0,0,0,0
